Cell 1 Timestamp,x57 Cell 1 Current,x57 Cell 1 Voltage,x57 Cell 1 Temp,Cell 1 Resistance,Cell 2 Timestamp,x57 Cell 2 Current,x57 Cell 2 Voltage,x57 Cell 2 Temp,Cell 2 Resistance,Cell 3 Timestamp,x57 Cell 3 Current,x57 Cell 3 Voltage,x57 Cell 3 Temp,Cell 3 Resistance,Cell 4 Timestamp,x57 Cell 4 Current,x57 Cell 4 Voltage,x57 Cell 4 Temp,Cell 4 Resistance,Cell 5 Timestamp,x58 Cell 5 Current,x58 Cell 5 Voltage,x58 Cell 5 Temp,Cell 5 Resistance,Cell 6 Timestamp,x58 Cell 6 Current,x58 Cell 6 Voltage,x58 Cell 6 Temp,Cell 6 Resistance,Cell 7 Timestamp,x58 Cell 7 Current,x58 Cell 7 Voltage,x58 Cell 7 Temp,Cell 7 Resistance,Cell 8 Timestamp,x58 Cell 8 Current,x58 Cell 8 Voltage,x58 Cell 8 Temp,Cell 8 Resistance,Cell 9 Timestamp,x59 Cell 9 Current,x59 Cell 9 Voltage,x59 Cell 9 Temp,Cell 9 Resistance,Cell 10 Timestamp,x59 Cell 10 Current,x59 Cell 10 Voltage,x59 Cell 10 Temp,Cell 10 Resistance,Cell 11 Timestamp,x59 Cell 11 Current,x59 Cell 11 Voltage,x59 Cell 11 Temp,Cell 11 Resistance,Cell 12 Timestamp,x59 Cell 12 Current,x59 Cell 12 Voltage,x59 Cell 12 Temp,Cell 12 Resistance,Cell 13 Timestamp,x60 Cell 13 Current,x60 Cell 13 Voltage,x60 Cell 13 Temp,Cell 13 Resistance,Cell 14 Timestamp,x60 Cell 14 Current,x60 Cell 14 Voltage,x60 Cell 14 Temp,Cell 14 Resistance,Cell 15 Timestamp,x60 Cell 15 Current,x60 Cell 15 Voltage,x60 Cell 15 Temp,Cell 15 Resistance,Cell 16 Timestamp,x60 Cell 16 Current,x60 Cell 16 Voltage,x60 Cell 16 Temp,Cell 16 Resistance
,,,,,05-01-2026-Fri 14-48-39-PM,0.0,5.284,,inf,,,,,,,,,,,05-01-2026-Fri 14-44-27-PM,-0.3,5.28,,-22.0,,,,,,05-01-2026-Fri 14-39-59-PM,0.2,5.268,,32.925,05-01-2026-Fri 14-48-37-PM,0.2,5.28,,33.0,,66.0,5.124,,0.097,05-01-2026-Fri 14-46-02-PM,0.0,5.28,,inf,,74.7,5.068,,0.0848,05-01-2026-Fri 14-46-53-PM,-0.4,5.288,,-16.525,05-01-2026-Fri 14-47-39-PM,0.2,5.276,,32.975,,50.0,5.156,,0.1289,05-01-2026-Fri 14-47-39-PM,-0.1,5.276,,-65.95,,52.6,5.104,,0.1213
,,,,,05-01-2026-Fri 14-48-40-PM,0.0,5.284,,inf,,,,,,,,,,,05-01-2026-Fri 14-45-15-PM,0.0,5.276,,inf,,,,,,05-01-2026-Fri 14-40-00-PM,0.0,5.272,,inf,05-01-2026-Fri 14-48-39-PM,0.1,5.28,,66.0,,62.0,5.14,,0.1036,05-01-2026-Fri 14-46-04-PM,0.1,5.28,,66.0,,64.0,5.104,,0.0997,05-01-2026-Fri 14-46-54-PM,-0.1,5.288,,-66.1,05-01-2026-Fri 14-48-35-PM,0.1,5.28,,66.0,,46.7,5.164,,0.1382,05-01-2026-Fri 14-48-35-PM,0.0,5.276,,inf,,48.5,5.124,,0.1321
,,,,,,,,,,,,,,,,,,,,05-01-2026-Fri 14-45-16-PM,0.1,5.276,,65.95,,,,,,05-01-2026-Fri 14-40-01-PM,0.0,5.272,,inf,05-01-2026-Fri 14-48-40-PM,0.0,5.28,,inf,,57.1,5.148,,0.1127,05-01-2026-Fri 14-46-50-PM,0.1,5.284,,66.05,,59.8,5.116,,0.1069,05-01-2026-Fri 14-46-55-PM,-0.1,5.288,,-66.1,05-01-2026-Fri 14-48-36-PM,0.2,5.28,,33.0,,44.5,5.172,,0.1453,05-01-2026-Fri 14-48-36-PM,0.0,5.276,,inf,,46.3,5.124,,0.1383
,,,,,,,,,,,,,,,,,,,,05-01-2026-Fri 14-45-17-PM,0.1,5.276,,65.95,,,,,,05-01-2026-Fri 14-40-50-PM,0.5,5.272,,13.18,,,,,,,53.8,5.152,,0.1197,05-01-2026-Fri 14-46-51-PM,0.2,5.28,,33.0,,56.0,5.132,,0.1146,05-01-2026-Fri 14-47-35-PM,-0.1,5.284,,-66.05,05-01-2026-Fri 14-48-37-PM,0.0,5.28,,inf,,42.9,5.18,,0.1509,05-01-2026-Fri 14-48-37-PM,0.1,5.276,,65.95,,44.4,5.136,,0.1446
,,,,,,,,,,,,,,,,,,,,05-01-2026-Fri 14-45-19-PM,0.1,5.276,,65.95,,,,,,05-01-2026-Fri 14-40-52-PM,-0.2,5.268,,-32.925,,,,,,,51.7,5.168,,0.125,05-01-2026-Fri 14-46-53-PM,0.1,5.28,,66.0,,51.8,5.144,,0.1241,05-01-2026-Fri 14-47-37-PM,-0.2,5.284,,-33.025,05-01-2026-Fri 14-48-39-PM,-0.2,5.28,,-33.0,,41.9,5.18,,0.1545,05-01-2026-Fri 14-48-39-PM,0.0,5.276,,inf,,43.6,5.14,,0.1474
,,,,,,,,,,,,,,,,,,,,05-01-2026-Fri 14-45-20-PM,0.0,5.28,,inf,,,,,,05-01-2026-Fri 14-40-53-PM,-0.1,5.268,,-65.85,,,,,,,50.7,5.168,,0.1274,05-01-2026-Fri 14-46-54-PM,-0.2,5.28,,-33.0,,48.9,5.148,,0.1316,05-01-2026-Fri 14-47-38-PM,-0.1,5.288,,-66.1,05-01-2026-Fri 14-48-40-PM,0.1,5.28,,66.0,,34.6,5.2,,0.1879,05-01-2026-Fri 14-48-40-PM,0.2,5.272,,32.95,,36.8,5.16,,0.1753
,,,,,,,,,,,,,,,,,,,,05-01-2026-Fri 14-46-01-PM,-0.2,5.276,,-32.975,,,,,,05-01-2026-Fri 14-41-34-PM,0.0,5.264,,inf,,,,,,,43.7,5.184,,0.1483,05-01-2026-Fri 14-46-55-PM,0.0,5.28,,inf,,47.5,5.16,,0.1358,05-01-2026-Fri 14-47-39-PM,0.1,5.288,,66.1,,70.3,5.032,,0.0895,,30.4,5.204,,0.214,,60.8,5.02,,0.1032,,32.5,5.168,,0.1988
,,,,,,,,,,,,,,,,,,,,05-01-2026-Fri 14-46-02-PM,-0.1,5.276,,-65.95,,,,,,05-01-2026-Fri 14-41-35-PM,0.0,5.272,,inf,,,,,,,36.0,5.208,,0.1808,05-01-2026-Fri 14-47-35-PM,-0.1,5.28,,-66.0,,46.0,5.164,,0.1403,05-01-2026-Fri 14-48-35-PM,-0.2,5.292,,-33.075,,67.3,5.056,,0.0939,,30.2,5.208,,0.2156,,56.4,5.04,,0.1117,,32.0,5.172,,0.202
,,,,,,,,,,,,,,,,,,,,05-01-2026-Fri 14-46-04-PM,0.0,5.276,,inf,,,,,,05-01-2026-Fri 14-41-36-PM,0.1,5.268,,65.85,,,,,,,34.8,5.196,,0.1866,05-01-2026-Fri 14-47-37-PM,0.3,5.284,,22.0167,,39.2,5.176,,0.1651,05-01-2026-Fri 14-48-36-PM,-0.1,5.288,,-66.1,,57.6,5.088,,0.1104,,29.8,5.212,,0.2186,,44.5,5.08,,0.1427,,32.1,5.176,,0.2016
,,,,,,,,,,,,,,,,,,,,05-01-2026-Fri 14-46-50-PM,0.0,5.276,,inf,,,,,,05-01-2026-Fri 14-42-00-PM,-0.1,5.268,,-65.85,,,,,,,34.2,5.204,,0.1902,05-01-2026-Fri 14-47-38-PM,-0.1,5.28,,-66.0,,34.4,5.184,,0.1884,05-01-2026-Fri 14-48-37-PM,0.0,5.292,,inf,,51.2,5.104,,0.1246,,28.8,5.216,,0.2264,,37.8,5.096,,0.1685,,30.8,5.184,,0.2104
,,,,,,,,,,,,,,,,,,,,05-01-2026-Fri 14-46-51-PM,-0.1,5.276,,-65.95,,,,,,05-01-2026-Fri 14-42-02-PM,0.1,5.268,,65.85,,,,,,,31.8,5.208,,0.2047,05-01-2026-Fri 14-47-39-PM,-0.2,5.284,,-33.025,,33.9,5.188,,0.1913,05-01-2026-Fri 14-48-39-PM,0.0,5.292,,inf,,49.0,5.12,,0.1306,,17.8,5.248,,0.3685,,35.7,5.112,,0.179,,17.9,5.22,,0.3645
,,,,,,,,,,,,,,,,,,,,05-01-2026-Fri 14-46-53-PM,-0.1,5.276,,-65.95,,,,,,05-01-2026-Fri 14-43-19-PM,-0.1,5.268,,-65.85,,,,,,,16.5,5.24,,0.397,05-01-2026-Fri 14-48-35-PM,0.2,5.28,,33.0,,32.6,5.196,,0.1992,05-01-2026-Fri 14-48-40-PM,-0.2,5.292,,-33.075,,44.8,5.132,,0.1432,,17.5,5.248,,0.3749,,32.7,5.124,,0.1959,,17.3,5.228,,0.3777
,,,,,,,,,,,,,,,,,,,,05-01-2026-Fri 14-46-54-PM,0.0,5.272,,inf,,,,,,05-01-2026-Fri 14-43-22-PM,0.0,5.268,,inf,,,,,,,16.4,5.24,,0.3994,05-01-2026-Fri 14-48-36-PM,-0.1,5.284,,-66.05,,30.3,5.2,,0.2145,,68.0,5.108,,0.0939,,42.8,5.136,,0.15,,12.1,5.26,,0.5434,,30.8,5.128,,0.2081,,11.9,5.236,,0.55
,,,,,,,,,,,,,,,,,,,,05-01-2026-Fri 14-46-55-PM,0.1,5.276,,65.95,,,,,,05-01-2026-Fri 14-44-00-PM,-0.1,5.272,,-65.9,,,,,,,11.6,5.252,,0.5659,05-01-2026-Fri 14-48-37-PM,-0.2,5.284,,-33.025,,17.9,5.236,,0.3656,,64.2,5.12,,0.0997,,40.9,5.148,,0.1573,,11.0,5.26,,0.5977,,29.7,5.14,,0.2163,,10.6,5.244,,0.6184
,,,,,,,,,,,,,,,,,,,,05-01-2026-Fri 14-47-35-PM,-0.3,5.28,,-22.0,,,,,,05-01-2026-Fri 14-44-24-PM,-0.1,5.268,,-65.85,,,,,,,10.2,5.26,,0.6446,05-01-2026-Fri 14-48-39-PM,-0.1,5.284,,-66.05,,17.6,5.236,,0.3719,,54.6,5.152,,0.1179,,40.3,5.148,,0.1597,,6.8,5.28,,0.9706,,28.9,5.14,,0.2223,,7.0,5.264,,0.94
,,,,,,,,,,,,,,,,,,,,05-01-2026-Fri 14-47-37-PM,-0.1,5.28,,-66.0,,,,,,05-01-2026-Fri 14-44-26-PM,-0.3,5.268,,-21.95,,,,,,,6.8,5.272,,0.9691,05-01-2026-Fri 14-48-40-PM,0.4,5.284,,16.5125,,12.1,5.248,,0.5421,,49.6,5.16,,0.13,,32.2,5.168,,0.2006,,6.9,5.28,,0.9565,,22.5,5.164,,0.2869,,6.6,5.26,,0.9962
,,,,,,,,,,,,,,,,,,,,05-01-2026-Fri 14-47-38-PM,-0.1,5.28,,-66.0,,,,,,05-01-2026-Fri 14-44-27-PM,0.0,5.268,,inf,,,,,,,6.9,5.276,,0.9558,,58.8,5.06,,0.1076,,11.2,5.252,,0.5862,,47.0,5.172,,0.1376,,28.1,5.176,,0.2302,,4.0,5.284,,1.6512,,19.8,5.172,,0.3265,,3.6,5.264,,1.8278
,,,,,,,,,,,,,,,,,,,,05-01-2026-Fri 14-47-39-PM,-0.1,5.284,,-66.05,,,,,,05-01-2026-Fri 14-45-15-PM,0.1,5.264,,65.8,,,,,,,3.6,5.28,,1.8333,,53.4,5.08,,0.1189,,7.6,5.272,,0.8671,,43.7,5.184,,0.1483,,27.5,5.18,,0.2355,,3.4,5.284,,1.9426,,19.0,5.176,,0.3405,,3.6,5.272,,1.8306
,,,,,,,,,,,,,,,,,,,,05-01-2026-Fri 14-48-35-PM,0.2,5.276,,32.975,,,,,,05-01-2026-Fri 14-45-16-PM,0.0,5.268,,inf,,,,,,,3.5,5.28,,1.8857,,43.4,5.116,,0.1474,,7.1,5.264,,0.9268,,41.2,5.184,,0.1573,,27.3,5.184,,0.2374,,3.4,5.28,,1.9412,,18.6,5.18,,0.3481,,3.4,5.264,,1.9353
,,,,,,,,,,,,,,,,,,,,05-01-2026-Fri 14-48-36-PM,0.0,5.28,,inf,,,,,,05-01-2026-Fri 14-45-17-PM,0.0,5.268,,inf,,,,,,,3.6,5.28,,1.8333,,38.8,5.128,,0.1652,,4.6,5.276,,1.4337,,39.4,5.192,,0.1647,,25.6,5.192,,0.2535,,3.1,5.284,,2.1306,,18.2,5.184,,0.356,,3.1,5.268,,2.1242
,,,,,,,,,,,,,,,,,,,,05-01-2026-Fri 14-48-37-PM,0.2,5.276,,32.975,,,,,,05-01-2026-Fri 14-45-19-PM,0.1,5.268,,65.85,,,,,,,3.4,5.28,,1.9412,,36.9,5.144,,0.1743,,3.7,5.272,,1.7811,,38.7,5.192,,0.1677,,15.4,5.228,,0.4244,,2.7,5.288,,2.4481,,10.3,5.224,,0.634,,2.9,5.272,,2.2724
,,,,,,,,,,,,,,,,,,,,05-01-2026-Fri 14-48-39-PM,-0.2,5.276,,-32.975,,,,,,05-01-2026-Fri 14-45-20-PM,0.1,5.268,,65.85,,,,,,,2.9,5.284,,2.2776,,33.0,5.152,,0.1952,,3.4,5.276,,1.9397,,32.4,5.208,,0.2009,,14.4,5.228,,0.4538,,2.6,5.288,,2.5423,,10.2,5.22,,0.6397,,2.7,5.272,,2.4407
,,,,,,,,,,,,,,,,,,,,05-01-2026-Fri 14-48-40-PM,-0.1,5.276,,-65.95,,,,,,05-01-2026-Fri 14-46-01-PM,0.1,5.268,,65.85,,,,,,,2.8,5.284,,2.3589,,32.3,5.156,,0.1995,,3.3,5.272,,1.997,,28.6,5.212,,0.2278,,9.9,5.24,,0.6616,,2.8,5.288,,2.3607,,7.0,5.236,,0.935,,2.4,5.272,,2.7458
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05-01-2026-Fri 14-46-02-PM,0.0,5.264,,inf,,,,,,,2.5,5.284,,2.642,,31.2,5.168,,0.2071,,3.4,5.276,,1.9397,,27.7,5.22,,0.2356,,9.2,5.248,,0.713,,1.4,5.292,,4.725,,6.0,5.244,,1.0925,,1.6,5.276,,4.1219
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05-01-2026-Fri 14-46-04-PM,-0.1,5.268,,-65.85,,,,,,,1.4,5.288,,4.7214,,30.5,5.172,,0.212,,3.0,5.276,,2.1983,,27.5,5.22,,0.2373,,5.6,5.264,,1.175,,1.2,5.288,,5.5083,,4.3,5.26,,1.5291,,1.3,5.276,,5.0731
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05-01-2026-Fri 14-46-50-PM,-0.1,5.264,,-65.8,,,,,,,1.1,5.288,,6.0091,,25.5,5.188,,0.2543,,2.8,5.28,,2.3571,,25.6,5.224,,0.2551,,5.9,5.268,,1.1161,,1.0,5.292,,6.615,,3.9,5.26,,1.6859,,1.1,5.28,,6.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05-01-2026-Fri 14-46-51-PM,-0.1,5.268,,-65.85,,,,,,,1.2,5.284,,5.5042,,21.5,5.188,,0.3016,,1.5,5.284,,4.4033,,14.2,5.252,,0.4623,,3.3,5.272,,1.997,,0.8,5.292,,8.2687,,2.3,5.268,,2.863,,0.7,5.276,,9.4214
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05-01-2026-Fri 14-46-53-PM,0.1,5.264,,65.8,,,,,,,0.6,5.284,,11.0083,,21.1,5.2,,0.3081,,1.3,5.28,,5.0769,,13.9,5.256,,0.4727,,2.9,5.276,,2.2741,,0.6,5.292,,11.025,,2.3,5.268,,2.863,,0.7,5.276,,9.4214
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05-01-2026-Fri 14-46-54-PM,0.1,5.264,,65.8,,,,,,,0.2,5.288,,33.05,,20.0,5.204,,0.3252,,1.0,5.28,,6.6,,9.9,5.264,,0.6646,,2.8,5.272,,2.3536,,0.3,5.288,,22.0333,,2.2,5.264,,2.9909,,0.5,5.276,,13.19
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05-01-2026-Fri 14-46-55-PM,0.1,5.268,,65.85,,,,,,,0.2,5.288,,33.05,,18.2,5.208,,0.3577,,0.9,5.28,,7.3333,,8.9,5.264,,0.7393,,2.6,5.272,,2.5346,,0.5,5.292,,13.23,,1.9,5.264,,3.4632,,0.2,5.272,,32.95
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05-01-2026-Fri 14-47-35-PM,-0.1,5.268,,-65.85,,,,,,,0.4,5.288,,16.525,,10.3,5.24,,0.6359,,0.9,5.284,,7.3389,,6.3,5.284,,1.0484,,2.4,5.276,,2.7479,,0.5,5.288,,13.22,,1.6,5.272,,4.1188,,0.6,5.272,,10.9833
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05-01-2026-Fri 14-47-37-PM,-0.1,5.268,,-65.85,,,,,,,0.3,5.288,,22.0333,,9.4,5.244,,0.6973,,0.1,5.284,,66.05,,6.1,5.28,,1.082,,2.1,5.276,,3.1405,,0.3,5.288,,22.0333,,1.9,5.268,,3.4658,,0.4,5.276,,16.4875
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05-01-2026-Fri 14-47-38-PM,-0.1,5.268,,-65.85,,,,,,,0.2,5.284,,33.025,,7.0,5.252,,0.9379,,0.3,5.28,,22.0,,3.5,5.288,,1.8886,,1.9,5.276,,3.4711,,0.3,5.292,,22.05,,1.3,5.268,,5.0654,,0.3,5.276,,21.9833
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05-01-2026-Fri 14-47-39-PM,-0.1,5.268,,-65.85,,,,,,,0.4,5.288,,16.525,,6.8,5.256,,0.9662,,0.2,5.276,,32.975,,3.3,5.288,,2.003,,1.1,5.28,,6.0,,0.4,5.288,,16.525,,0.9,5.276,,7.3278,,0.1,5.272,,65.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05-01-2026-Fri 14-48-35-PM,0.1,5.272,,65.9,,,,,,,0.4,5.28,,16.5,,4.7,5.276,,1.4032,,0.1,5.28,,66.0,,3.3,5.288,,2.003,,1.1,5.28,,6.0,,0.4,5.288,,16.525,,0.8,5.272,,8.2375,,0.3,5.276,,21.9833
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05-01-2026-Fri 14-48-36-PM,0.0,5.268,,inf,,,,,,,0.0,5.284,,inf,,4.2,5.272,,1.569,,0.2,5.284,,33.025,,2.9,5.288,,2.2793,,0.9,5.284,,7.3389,,0.1,5.292,,66.15,,0.9,5.28,,7.3333,,-0.1,5.276,,-65.95
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05-01-2026-Fri 14-48-37-PM,0.0,5.268,,inf,,,,,,,0.0,5.288,,inf,,2.6,5.276,,2.5365,,0.4,5.276,,16.4875,,2.9,5.288,,2.2793,,0.8,5.28,,8.25,,-0.2,5.288,,-33.05,,0.6,5.276,,10.9917,,0.2,5.276,,32.975
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05-01-2026-Fri 14-48-39-PM,0.0,5.268,,inf,,,,,,,-0.1,5.288,,-66.1,,2.6,5.28,,2.5385,,0.1,5.276,,65.95,,2.5,5.288,,2.644,,0.6,5.28,,11.0,,-0.1,5.288,,-66.1,,0.3,5.276,,21.9833,,0.0,5.276,,inf
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05-01-2026-Fri 14-48-40-PM,0.1,5.268,,65.85,,,,,,,0.0,5.284,,inf,,2.4,5.276,,2.7479,,0.4,5.28,,16.5,,2.5,5.288,,2.644,,0.5,5.28,,13.2,,0.1,5.284,,66.05,,0.3,5.272,,21.9667,,0.1,5.268,,65.85
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,5.284,,-66.05,,2.6,5.28,,2.5385,,0.1,5.28,,66.0,,1.5,5.292,,4.41,,0.6,5.28,,11.0,,,,,,,0.4,5.272,,16.475,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,5.284,,3.0023,,-0.1,5.28,,-66.0,,1.3,5.288,,5.0846,,0.6,5.28,,11.0,,,,,,,0.0,5.272,,inf,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5.284,,3.3025,,0.1,5.276,,65.95,,1.0,5.292,,6.615,,0.2,5.276,,32.975,,,,,,,0.2,5.268,,32.925,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,5.284,,3.6694,,,,,,,1.0,5.292,,6.615,,0.3,5.28,,22.0,,,,,,,0.1,5.276,,65.95,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,5.288,,5.5083,,,,,,,0.4,5.288,,16.525,,0.3,5.28,,22.0,,,,,,,0.2,5.272,,32.95,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,5.284,,7.3389,,,,,,,0.4,5.292,,16.5375,,0.1,5.28,,66.0,,,,,,,0.1,5.272,,65.9,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,5.292,,6.0136,,,,,,,0.5,5.292,,13.23,,0.4,5.28,,16.5,,,,,,,-0.1,5.272,,-65.9,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,5.288,,11.0167,,,,,,,0.5,5.292,,13.23,,0.3,5.28,,22.0,,,,,,,0.2,5.276,,32.975,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,5.284,,11.0083,,,,,,,-0.1,5.288,,-66.1,,0.5,5.276,,13.19,,,,,,,0.2,5.268,,32.925,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,5.28,,22.0,,,,,,,0.3,5.288,,22.0333,,0.0,5.276,,inf,,,,,,,0.0,5.268,,inf,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,5.288,,33.05,,,,,,,0.1,5.288,,66.1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,5.288,,22.0333,,,,,,,0.0,5.292,,inf,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,5.284,,16.5125,,,,,,,-0.2,5.288,,-33.05,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,5.284,,22.0167,,,,,,,-0.2,5.292,,-33.075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,5.28,,33.0,,,,,,,-0.2,5.288,,-33.05,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,5.28,,66.0,,,,,,,-0.1,5.288,,-66.1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,5.284,,33.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.284,,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.28,,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,5.28,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
