Timestamp,Cell 1 Current,Cell 1 Voltage,Cell 1 Temperature,Cell 2 Current,Cell 2 Voltage,Cell 2 Temperature,Cell 3 Current,Cell 3 Voltage,Cell 3 Temperature,Cell 4 Current,Cell 4 Voltage,Cell 4 Temperature,Cell 5 Current,Cell 5 Voltage,Cell 5 Temperature,Cell 6 Current,Cell 6 Voltage,Cell 6 Temperature,Cell 7 Current,Cell 7 Voltage,Cell 7 Temperature,Cell 8 Current,Cell 8 Voltage,Cell 8 Temperature,Cell 9 Current,Cell 9 Voltage,Cell 9 Temperature,Cell 10 Current,Cell 10 Voltage,Cell 10 Temperature,Cell 11 Current,Cell 11 Voltage,Cell 11 Temperature,Cell 12 Current,Cell 12 Voltage,Cell 12 Temperature,Cell 13 Current,Cell 13 Voltage,Cell 13 Temperature,Cell 14 Current,Cell 14 Voltage,Cell 14 Temperature,Cell 15 Current,Cell 15 Voltage,Cell 15 Temperature,Cell 16 Current,Cell 16 Voltage,Cell 16 Temperature
08-29-2025-Fri 15-31-11-PM,-0.1,1.392,-70.2052,-0.1,1.408,,-0.1,1.476,-68.893,-0.4,1.44,,-0.5,1.424,-68.3023,-0.1,1.404,,-0.3,1.404,-69.5164,-0.2,1.424,,-0.1,1.392,,-0.1,1.408,-70.6315,-0.1,1.476,,-0.4,1.44,-69.9429,-0.5,1.424,,-0.1,1.404,-69.1555,-0.3,1.404,,-0.2,1.424,-70.7626
08-29-2025-Fri 15-31-13-PM,0.2,1.384,-70.2379,-0.6,1.404,,-0.3,1.468,-68.9587,-0.3,1.432,,-0.2,1.412,-68.2695,0.0,1.396,,0.0,1.392,-69.5164,0.1,1.416,,0.2,1.384,,-0.6,1.404,-70.6315,-0.3,1.468,,-0.3,1.432,-69.9756,-0.2,1.412,,0.0,1.396,-69.1555,0.0,1.392,,0.1,1.416,-70.7626
08-29-2025-Fri 15-31-16-PM,-0.1,1.376,-70.2708,-0.1,1.392,,-0.2,1.456,-69.0242,-0.5,1.424,,-0.4,1.4,-68.3023,-0.1,1.388,,-0.1,1.384,-69.5492,-0.2,1.408,,-0.1,1.376,,-0.1,1.392,-70.6315,-0.2,1.456,,-0.5,1.424,-70.0084,-0.4,1.4,,-0.1,1.388,-69.1883,-0.1,1.384,,-0.2,1.408,-70.7954
08-29-2025-Fri 15-31-18-PM,-0.2,1.372,-70.2379,-0.1,1.384,,-0.3,1.452,-69.0571,0.1,1.416,,-0.3,1.392,-68.3023,0.0,1.38,,-0.3,1.372,-69.5819,0.1,1.396,,-0.2,1.372,,-0.1,1.384,-70.6315,-0.3,1.452,,0.1,1.416,-70.0084,-0.3,1.392,,0.0,1.38,-69.1883,-0.3,1.372,,0.1,1.396,-70.7954
08-29-2025-Fri 15-31-20-PM,-0.1,1.364,-70.2708,-0.2,1.38,,-0.1,1.444,-69.0242,-0.1,1.412,,-0.1,1.376,-68.3351,-0.4,1.372,,-0.1,1.364,-69.5819,0.0,1.392,,-0.1,1.364,,-0.2,1.38,-70.6643,-0.1,1.444,,-0.1,1.412,-70.0412,-0.1,1.376,,-0.4,1.372,-69.2211,-0.1,1.364,,0.0,1.392,-70.9922
08-29-2025-Fri 15-31-23-PM,0.0,1.36,-70.2708,-0.2,1.368,,0.0,1.44,-69.0571,0.0,1.404,,-0.1,1.368,-68.368,0.0,1.364,,0.0,1.356,-69.5819,-0.2,1.384,,0.0,1.36,,-0.2,1.368,-70.7298,0.0,1.44,,0.0,1.404,-70.0412,-0.1,1.368,,0.0,1.364,-69.2539,0.0,1.356,,-0.2,1.384,-70.8282
08-29-2025-Fri 15-31-25-PM,-0.3,1.356,-70.3036,-0.1,1.364,,-0.3,1.432,-69.0898,-0.1,1.396,,-0.3,1.36,-68.368,-0.2,1.36,,-0.4,1.352,-69.6148,0.1,1.38,,-0.3,1.356,,-0.1,1.364,-70.697,-0.3,1.432,,-0.1,1.396,-70.0412,-0.3,1.36,,-0.2,1.36,-69.2539,-0.4,1.352,,0.1,1.38,-70.9594
08-29-2025-Fri 15-31-27-PM,0.2,1.348,-70.3364,0.0,1.356,,-0.4,1.424,-69.0898,-0.1,1.392,,0.0,1.348,-68.4008,-0.1,1.352,,-0.3,1.34,-69.6476,0.0,1.372,,0.2,1.348,,0.0,1.356,-70.697,-0.4,1.424,,-0.1,1.392,-70.0739,0.0,1.348,,-0.1,1.352,-69.2868,-0.3,1.34,,0.0,1.372,-71.1561
08-29-2025-Fri 15-31-30-PM,-0.1,1.344,-70.4019,-0.1,1.348,,-0.3,1.42,-69.1227,-0.1,1.388,,-0.3,1.344,-68.4008,-0.1,1.344,,0.0,1.336,-69.6804,0.0,1.364,,-0.1,1.344,,-0.1,1.348,-70.7626,-0.3,1.42,,-0.1,1.388,-70.0739,-0.3,1.344,,-0.1,1.344,-69.2868,0.0,1.336,,0.0,1.364,-70.7298
08-29-2025-Fri 15-31-32-PM,0.2,1.336,-70.3691,-0.1,1.34,,-0.1,1.42,-69.0898,-0.3,1.384,,0.0,1.336,-68.4008,-0.2,1.336,,-0.3,1.328,-69.6804,0.3,1.36,,0.2,1.336,,-0.1,1.34,-70.7626,-0.1,1.42,,-0.3,1.384,-70.1068,0.0,1.336,,-0.2,1.336,-69.2868,-0.3,1.328,,0.3,1.36,-70.7954
08-29-2025-Fri 15-31-35-PM,0.0,1.332,-70.3364,-0.1,1.34,,-0.1,1.412,-69.1227,-0.1,1.376,,-0.4,1.324,-68.4335,0.0,1.332,,0.1,1.32,-69.6804,-0.2,1.356,,0.0,1.332,,-0.1,1.34,-70.7626,-0.1,1.412,,-0.1,1.376,-70.1068,-0.4,1.324,,0.0,1.332,-69.3523,0.1,1.32,,-0.2,1.356,-70.7954
08-29-2025-Fri 15-31-37-PM,-0.1,1.332,-70.3036,-0.2,1.332,,-0.2,1.408,-69.1555,-0.1,1.372,,-0.2,1.32,-68.4664,-0.2,1.328,,0.0,1.312,-69.6804,-0.3,1.352,,-0.1,1.332,,-0.2,1.332,-70.7954,-0.2,1.408,,-0.1,1.372,-70.1068,-0.2,1.32,,-0.2,1.328,-69.3523,0.0,1.312,,-0.3,1.352,-70.9266
08-29-2025-Fri 15-31-39-PM,0.3,1.324,-70.3364,-0.2,1.328,,-0.1,1.4,-69.1227,-0.3,1.368,,-0.5,1.312,-68.4992,-0.1,1.324,,0.1,1.308,-69.7459,0.0,1.344,,0.3,1.324,,-0.2,1.328,-70.7954,-0.1,1.4,,-0.3,1.368,-70.1396,-0.5,1.312,,-0.1,1.324,-69.3851,0.1,1.308,,0.0,1.344,-70.7626
08-29-2025-Fri 15-31-42-PM,-0.2,1.32,-70.4347,-0.1,1.316,,-0.3,1.4,-69.1883,-0.2,1.364,,-0.2,1.304,-68.4664,0.0,1.316,,-0.1,1.3,-69.7459,-0.3,1.34,,-0.2,1.32,,-0.1,1.316,-70.7954,-0.3,1.4,,-0.2,1.364,-70.1724,-0.2,1.304,,0.0,1.316,-69.3523,-0.1,1.3,,-0.3,1.34,-70.9266
08-29-2025-Fri 15-31-44-PM,Power On,,-70.3691,,,,,,-69.1883,,,,,,-68.5321,,,,,,-69.7459,,,,Power On,,,,,-70.8282,,,,,,-70.1724,,,,,,-69.4179,,,,,,-71.0249
08-29-2025-Fri 15-31-46-PM,0.1,5.904,-70.4347,0.3,5.908,,0.4,5.912,-69.1555,0.5,5.908,,0.1,5.9,-68.4992,0.2,5.912,,0.2,5.9,-69.7788,0.3,5.908,,0.1,5.904,,0.3,5.908,-70.861,0.4,5.912,,0.5,5.908,-70.2052,0.1,5.9,,0.2,5.912,-69.4179,0.2,5.9,,0.3,5.908,-70.9266
08-29-2025-Fri 15-31-49-PM,0.2,5.908,-70.5331,0.3,5.908,,0.0,5.908,-69.2211,0.3,5.908,,0.7,5.904,-68.5649,0.2,5.916,,0.3,5.904,-69.7788,0.1,5.908,,0.2,5.908,,0.3,5.908,-70.861,0.0,5.908,,0.3,5.908,-70.2052,0.7,5.904,,0.2,5.916,-69.4508,0.3,5.904,,0.1,5.908,-71.1888
08-29-2025-Fri 15-31-51-PM,0.4,5.904,-70.4675,0.5,5.912,,0.1,5.912,-69.2868,0.2,5.912,,0.3,5.9,-68.5649,0.3,5.916,,0.4,5.904,-69.8116,0.2,5.908,,0.4,5.904,,0.5,5.912,-70.861,0.1,5.912,,0.2,5.912,-70.2379,0.3,5.9,,0.3,5.916,-69.4836,0.4,5.904,,0.2,5.908,-70.861
08-29-2025-Fri 15-31-53-PM,0.4,5.9,-70.5331,0.1,5.912,,0.5,5.912,-69.3196,0.3,5.908,,0.0,5.9,-68.5649,0.2,5.916,,0.4,5.904,-69.8116,0.2,5.908,,0.4,5.9,,0.1,5.912,-70.8937,0.5,5.912,,0.3,5.908,-70.2379,0.0,5.9,,0.2,5.916,-69.4508,0.4,5.904,,0.2,5.908,-71.0905
08-29-2025-Fri 15-31-56-PM,0.0,5.904,-70.5331,0.4,5.912,,0.0,5.912,-69.2539,0.5,5.908,,0.5,5.904,-68.5977,0.1,5.916,,0.1,5.904,-69.8445,0.4,5.908,,0.0,5.904,,0.4,5.912,-70.8937,0.0,5.912,,0.5,5.908,-70.2379,0.5,5.904,,0.1,5.916,-69.4836,0.1,5.904,,0.4,5.908,-71.0249
08-29-2025-Fri 15-31-58-PM,0.2,5.904,-70.5331,0.1,5.912,,0.3,5.908,-69.3196,0.4,5.908,,0.0,5.9,-68.5977,0.4,5.916,,0.2,5.904,-69.8772,0.3,5.904,,0.2,5.904,,0.1,5.912,-70.9266,0.3,5.908,,0.4,5.908,-70.2379,0.0,5.9,,0.4,5.916,-69.5164,0.2,5.904,,0.3,5.904,-71.0249
08-29-2025-Fri 15-32-00-PM,0.1,5.904,-70.5659,0.1,5.912,,0.1,5.912,-69.3523,0.1,5.912,,0.2,5.904,-68.5977,0.3,5.916,,0.5,5.904,-69.8772,0.2,5.904,,0.1,5.904,,0.1,5.912,-70.9266,0.1,5.912,,0.1,5.912,-70.2708,0.2,5.904,,0.3,5.916,-69.5164,0.5,5.904,,0.2,5.904,-71.1561
08-29-2025-Fri 15-32-03-PM,0.4,5.904,-70.5331,0.2,5.912,,0.2,5.908,-69.3851,0.1,5.908,,0.0,5.904,-68.6306,0.6,5.916,,0.4,5.904,-69.9099,0.4,5.908,,0.4,5.904,,0.2,5.912,-70.9266,0.2,5.908,,0.1,5.908,-70.3036,0.0,5.904,,0.6,5.916,-69.5164,0.4,5.904,,0.4,5.908,-71.0905
08-29-2025-Fri 15-32-05-PM,0.2,5.904,-70.5331,0.4,5.908,,0.1,5.912,-69.4179,0.3,5.912,,0.4,5.9,-68.6634,0.1,5.916,,0.2,5.904,-69.9099,0.3,5.908,,0.2,5.904,,0.4,5.908,-70.9594,0.1,5.912,,0.3,5.912,-70.3364,0.4,5.9,,0.1,5.916,-69.5492,0.2,5.904,,0.3,5.908,-71.0905
08-29-2025-Fri 15-32-07-PM,Power Off,,-70.5987,,,,,,-69.3196,,,,,,-68.6634,,,,,,-69.9099,,,,Power Off,,,,,-70.9594,,,,,,-70.3364,,,,,,-69.5819,,,,,,-71.1888
08-29-2025-Fri 15-32-10-PM,0.0,1.992,-70.5659,0.1,2.124,,0.0,2.08,-69.4179,-0.2,2.176,,-0.1,2.264,-68.6961,-0.3,2.18,,-0.1,2.144,-69.9429,0.2,2.064,,0.0,1.992,,0.1,2.124,-70.9922,0.0,2.08,,-0.2,2.176,-70.3364,-0.1,2.264,,-0.3,2.18,-69.6148,-0.1,2.144,,0.2,2.064,-71.0576
08-29-2025-Fri 15-32-12-PM,0.0,1.86,-70.6643,-0.1,1.968,,-0.3,1.948,-69.4836,-0.1,2.004,,-0.3,2.096,-68.6961,-0.2,2.0,,-0.3,2.004,-69.9429,-0.1,1.932,,0.0,1.86,,-0.1,1.968,-71.0249,-0.3,1.948,,-0.1,2.004,-70.3691,-0.3,2.096,,-0.2,2.0,-69.6148,-0.3,2.004,,-0.1,1.932,-71.1233
08-29-2025-Fri 15-32-14-PM,0.1,1.78,-70.7298,-0.1,1.884,,-0.5,1.864,-69.3851,0.0,1.9,,-0.3,1.992,-68.729,-0.2,1.888,,-0.1,1.908,-69.9756,-0.1,1.848,,0.1,1.78,,-0.1,1.884,-71.0249,-0.5,1.864,,0.0,1.9,-70.3691,-0.3,1.992,,-0.2,1.888,-69.6476,-0.1,1.908,,-0.1,1.848,-71.4183
08-29-2025-Fri 15-32-17-PM,0.0,1.716,-70.697,-0.1,1.812,,-0.4,1.804,-69.4179,-0.2,1.824,,-0.3,1.916,-68.6961,-0.4,1.808,,-0.2,1.836,-69.9756,0.0,1.792,,0.0,1.716,,-0.1,1.812,-71.0576,-0.4,1.804,,-0.2,1.824,-70.3691,-0.3,1.916,,-0.4,1.808,-69.6476,-0.2,1.836,,0.0,1.792,-71.32
08-29-2025-Fri 15-32-19-PM,0.1,1.676,-70.6315,0.0,1.752,,-0.1,1.76,-69.4836,-0.2,1.772,,-0.1,1.856,-68.729,-0.5,1.748,,-0.1,1.78,-69.9756,0.1,1.74,,0.1,1.676,,0.0,1.752,-71.0576,-0.1,1.76,,-0.2,1.772,-70.4019,-0.1,1.856,,-0.5,1.748,-69.6476,-0.1,1.78,,0.1,1.74,-71.4183
08-29-2025-Fri 15-32-21-PM,0.0,1.64,-70.697,-0.1,1.704,,-0.1,1.72,-69.5492,-0.4,1.724,,-0.3,1.808,-68.7617,0.0,1.7,,0.0,1.732,-70.0084,-0.1,1.704,,0.0,1.64,,-0.1,1.704,-71.0905,-0.1,1.72,,-0.4,1.724,-70.4347,-0.3,1.808,,0.0,1.7,-69.6804,0.0,1.732,,-0.1,1.704,-71.32
08-29-2025-Fri 15-32-24-PM,-0.1,1.608,-70.697,-0.2,1.668,,-0.3,1.692,-69.4836,0.1,1.692,,-0.2,1.764,-68.7946,-0.1,1.664,,-0.3,1.692,-70.0412,-0.2,1.672,,-0.1,1.608,,-0.2,1.668,-71.0905,-0.3,1.692,,0.1,1.692,-70.4347,-0.2,1.764,,-0.1,1.664,-69.7132,-0.3,1.692,,-0.2,1.672,-71.2872
08-29-2025-Fri 15-32-26-PM,-0.3,1.58,-70.7954,0.1,1.636,,-0.2,1.664,-69.5164,0.1,1.66,,0.0,1.728,-68.7946,-0.3,1.628,,-0.1,1.656,-70.0412,-0.1,1.64,,-0.3,1.58,,0.1,1.636,-71.1233,-0.2,1.664,,0.1,1.66,-70.4347,0.0,1.728,,-0.3,1.628,-69.7132,-0.1,1.656,,-0.1,1.64,-71.1561
08-29-2025-Fri 15-32-29-PM,0.0,1.556,-70.7954,-0.3,1.604,,-0.1,1.64,-69.5492,-0.1,1.628,,-0.4,1.688,-68.8274,0.0,1.596,,-0.5,1.62,-70.0412,-0.1,1.612,,0.0,1.556,,-0.3,1.604,-71.1233,-0.1,1.64,,-0.1,1.628,-70.4675,-0.4,1.688,,0.0,1.596,-69.7459,-0.5,1.62,,-0.1,1.612,-71.0905
08-29-2025-Fri 15-32-31-PM,-0.1,1.536,-70.7626,-0.1,1.58,,-0.3,1.616,-69.6476,-0.3,1.604,,-0.7,1.66,-68.8274,-0.4,1.568,,0.0,1.592,-70.1068,-0.3,1.588,,-0.1,1.536,,-0.1,1.58,-71.1561,-0.3,1.616,,-0.3,1.604,-70.5003,-0.7,1.66,,-0.4,1.568,-69.7788,0.0,1.592,,-0.3,1.588,-71.2544
08-29-2025-Fri 15-32-34-PM,0.0,1.52,-70.7626,0.1,1.556,,-0.2,1.6,-69.6148,-0.3,1.584,,-0.1,1.636,-68.8603,-0.1,1.548,,-0.3,1.572,-70.1396,-0.1,1.572,,0.0,1.52,,0.1,1.556,-71.1233,-0.2,1.6,,-0.3,1.584,-70.5331,-0.1,1.636,,-0.1,1.548,-69.7788,-0.3,1.572,,-0.1,1.572,-71.32
08-29-2025-Fri 15-32-36-PM,0.1,1.504,-70.7298,-0.3,1.536,,-0.4,1.584,-69.5819,-0.1,1.568,,-0.3,1.608,-68.8603,-0.4,1.528,,-0.3,1.548,-70.1068,-0.2,1.556,,0.1,1.504,,-0.3,1.536,-71.1561,-0.4,1.584,,-0.1,1.568,-70.5331,-0.3,1.608,,-0.4,1.528,-69.7788,-0.3,1.548,,-0.2,1.556,-71.2872
08-29-2025-Fri 15-32-38-PM,0.0,1.488,-70.8282,-0.2,1.52,,-0.1,1.568,-69.5819,-0.3,1.552,,-0.3,1.588,-68.893,-0.4,1.512,,-0.2,1.532,-70.1068,-0.1,1.54,,0.0,1.488,,-0.2,1.52,-71.1888,-0.1,1.568,,-0.3,1.552,-70.5331,-0.3,1.588,,-0.4,1.512,-69.8116,-0.2,1.532,,-0.1,1.54,-71.2544
08-29-2025-Fri 15-32-41-PM,0.2,1.476,-70.8937,-0.3,1.5,,-0.3,1.556,-69.5164,0.0,1.54,,-0.2,1.568,-68.893,-0.1,1.496,,-0.4,1.516,-70.1396,-0.2,1.524,,0.2,1.476,,-0.3,1.5,-71.1888,-0.3,1.556,,0.0,1.54,-70.5659,-0.2,1.568,,-0.1,1.496,-69.8445,-0.4,1.516,,-0.2,1.524,-71.3527
08-29-2025-Fri 15-32-43-PM,0.0,1.46,-70.8282,-0.2,1.488,,0.0,1.544,-69.5819,-0.1,1.524,,-0.3,1.548,-68.9258,-0.2,1.48,,-0.3,1.492,-70.1396,0.2,1.508,,0.0,1.46,,-0.2,1.488,-71.1888,0.0,1.544,,-0.1,1.524,-70.5659,-0.3,1.548,,-0.2,1.48,-69.8445,-0.3,1.492,,0.2,1.508,-71.5822
08-29-2025-Fri 15-32-45-PM,0.1,1.448,-70.8282,-0.5,1.476,,0.0,1.528,-69.6148,0.0,1.512,,-0.3,1.532,-68.9587,0.1,1.468,,-0.4,1.476,-70.1724,-0.2,1.492,,0.1,1.448,,-0.5,1.476,-71.2216,0.0,1.528,,0.0,1.512,-70.5659,-0.3,1.532,,0.1,1.468,-69.8445,-0.4,1.476,,-0.2,1.492,-71.1233
08-29-2025-Fri 15-32-48-PM,,,-70.9266,,,,,,-69.6476,,,,,,-68.9587,,,,,,-70.2052,,,,,,,,,-71.2544,,,,,,-70.5987,,,,,,-69.8772,,,,,,-71.3854
08-29-2025-Fri 15-32-53-PM,,,-70.9266,,,,,,-69.6804,,,,,,-68.9915,,,,,,-70.2379,,,,,,,,,-71.2544,,,,,,-70.5987,,,,,,-69.9099,,,,,,-71.5822
08-29-2025-Fri 15-32-57-PM,,,-70.9594,,,,,,-69.8445,,,,,,-69.0571,,,,,,-70.3036,,,,,,,,,-71.32,,,,,,-70.6643,,,,,,-69.9756,,,,,,-71.4839
08-29-2025-Fri 15-33-00-PM,-0.1,1.392,-71.0576,-0.1,1.408,,-0.4,1.468,-69.8445,-0.5,1.444,,-0.1,1.436,-69.1555,-0.2,1.4,,-0.3,1.4,-70.4019,-0.1,1.428,,-0.1,1.392,,-0.1,1.408,-71.3854,-0.4,1.468,,-0.5,1.444,-70.7298,-0.1,1.436,,-0.2,1.4,-70.0412,-0.3,1.4,,-0.1,1.428,-71.5822
08-29-2025-Fri 15-33-02-PM,0.1,1.388,-71.0905,-0.3,1.4,,-0.3,1.46,-69.9099,-0.3,1.44,,-0.4,1.424,-69.1883,0.1,1.392,,0.1,1.392,-70.4347,-0.1,1.42,,0.1,1.388,,-0.3,1.4,-71.4183,-0.3,1.46,,-0.3,1.44,-70.7954,-0.4,1.424,,0.1,1.392,-70.0412,0.1,1.392,,-0.1,1.42,-71.615
08-29-2025-Fri 15-33-05-PM,-0.1,1.38,-71.0905,0.1,1.392,,-0.1,1.452,-69.9756,0.0,1.428,,-0.4,1.412,-69.2211,-0.2,1.38,,-0.1,1.384,-70.4675,-0.2,1.408,,-0.1,1.38,,0.1,1.392,-71.4183,-0.1,1.452,,0.0,1.428,-70.8282,-0.4,1.412,,-0.2,1.38,-70.1068,-0.1,1.384,,-0.2,1.408,-71.6805
08-29-2025-Fri 15-33-07-PM,0.0,1.368,-71.1561,0.1,1.384,,-0.1,1.444,-69.9429,-0.1,1.424,,-0.2,1.404,-69.2539,-0.1,1.376,,-0.2,1.376,-70.5331,-0.1,1.4,,0.0,1.368,,0.1,1.384,-71.4511,-0.1,1.444,,-0.1,1.424,-70.861,-0.2,1.404,,-0.1,1.376,-70.1068,-0.2,1.376,,-0.1,1.4,-71.6805
08-29-2025-Fri 15-33-10-PM,-0.1,1.364,-71.1561,-0.1,1.376,,-0.1,1.436,-69.9756,-0.3,1.416,,-0.7,1.392,-69.3196,-0.1,1.364,,-0.2,1.364,-70.5331,-0.1,1.392,,-0.1,1.364,,-0.1,1.376,-71.4839,-0.1,1.436,,-0.3,1.416,-70.8937,-0.7,1.392,,-0.1,1.364,-70.1068,-0.2,1.364,,-0.1,1.392,-71.7789
08-29-2025-Fri 15-33-12-PM,0.2,1.36,-71.1888,-0.1,1.368,,-0.2,1.432,-70.0739,-0.3,1.408,,-0.1,1.38,-69.3523,-0.4,1.356,,-0.4,1.356,-70.5987,0.0,1.384,,0.2,1.36,,-0.1,1.368,-71.5167,-0.2,1.432,,-0.3,1.408,-70.9266,-0.1,1.38,,-0.4,1.356,-70.1396,-0.4,1.356,,0.0,1.384,-71.7789
08-29-2025-Fri 15-33-14-PM,-0.1,1.352,-71.1888,-0.1,1.36,,-0.3,1.424,-70.1068,0.1,1.404,,-0.3,1.368,-69.3851,0.0,1.352,,-0.2,1.352,-70.6315,-0.3,1.38,,-0.1,1.352,,-0.1,1.36,-71.5494,-0.3,1.424,,0.1,1.404,-70.9594,-0.3,1.368,,0.0,1.352,-70.1724,-0.2,1.352,,-0.3,1.38,-71.8116
08-29-2025-Fri 15-33-17-PM,-0.1,1.344,-71.2216,0.0,1.356,,-0.3,1.42,-70.1396,-0.3,1.392,,-0.1,1.36,-69.4508,-0.5,1.344,,-0.1,1.344,-70.697,-0.2,1.372,,-0.1,1.344,,0.0,1.356,-71.5822,-0.3,1.42,,-0.3,1.392,-71.0249,-0.1,1.36,,-0.5,1.344,-70.2052,-0.1,1.344,,-0.2,1.372,-71.8444
08-29-2025-Fri 15-33-19-PM,-0.1,1.34,-71.1561,-0.2,1.348,,-0.1,1.412,-70.2052,-0.4,1.392,,-0.2,1.352,-69.4508,-0.2,1.34,,-0.2,1.336,-70.7298,-0.2,1.368,,-0.1,1.34,,-0.2,1.348,-71.6478,-0.1,1.412,,-0.4,1.392,-71.0249,-0.2,1.352,,-0.2,1.34,-70.2708,-0.2,1.336,,-0.2,1.368,-72.1393
08-29-2025-Fri 15-33-21-PM,0.2,1.332,-71.2544,0.1,1.34,,-0.2,1.408,-70.2052,-0.1,1.384,,-0.3,1.344,-69.4836,-0.1,1.332,,-0.2,1.324,-70.7626,-0.1,1.36,,0.2,1.332,,0.1,1.34,-71.6478,-0.2,1.408,,-0.1,1.384,-71.0576,-0.3,1.344,,-0.1,1.332,-70.2708,-0.2,1.324,,-0.1,1.36,-71.9427
08-29-2025-Fri 15-33-24-PM,0.0,1.328,-71.32,-0.3,1.336,,-0.3,1.4,-70.2708,-0.3,1.376,,-0.1,1.336,-69.5492,-0.2,1.328,,0.0,1.324,-70.8282,-0.2,1.352,,0.0,1.328,,-0.3,1.336,-71.6805,-0.3,1.4,,-0.3,1.376,-71.0905,-0.1,1.336,,-0.2,1.328,-70.3036,0.0,1.324,,-0.2,1.352,-72.0083
08-29-2025-Fri 15-33-26-PM,-0.1,1.324,-71.3527,-0.2,1.328,,-0.1,1.396,-70.3364,-0.1,1.372,,-0.2,1.324,-69.5819,-0.4,1.32,,-0.3,1.316,-70.8282,-0.2,1.348,,-0.1,1.324,,-0.2,1.328,-71.6805,-0.1,1.396,,-0.1,1.372,-71.1561,-0.2,1.324,,-0.4,1.32,-70.3036,-0.3,1.316,,-0.2,1.348,-71.9427
08-29-2025-Fri 15-33-28-PM,0.0,1.32,-71.4183,-0.1,1.324,,-0.2,1.392,-70.3036,-0.2,1.368,,0.0,1.32,-69.6148,0.1,1.316,,-0.3,1.308,-70.8937,0.1,1.34,,0.0,1.32,,-0.1,1.324,-71.7461,-0.2,1.392,,-0.2,1.368,-71.1888,0.0,1.32,,0.1,1.316,-70.3691,-0.3,1.308,,0.1,1.34,-72.0738
08-29-2025-Fri 15-33-31-PM,0.0,1.316,-71.4839,-0.2,1.316,,-0.5,1.384,-70.3691,-0.1,1.36,,-0.3,1.312,-69.6476,-0.2,1.312,,0.1,1.304,-70.9594,0.0,1.336,,0.0,1.316,,-0.2,1.316,-71.8116,-0.5,1.384,,-0.1,1.36,-71.2216,-0.3,1.312,,-0.2,1.312,-70.3691,0.1,1.304,,0.0,1.336,-71.91
08-29-2025-Fri 15-33-33-PM,0.2,1.312,-71.4511,0.0,1.316,,-0.1,1.38,-70.3691,-0.2,1.352,,-0.5,1.308,-69.7132,-0.2,1.304,,-0.2,1.3,-70.9594,-0.1,1.332,,0.2,1.312,,0.0,1.316,-71.8116,-0.1,1.38,,-0.2,1.352,-71.2544,-0.5,1.308,,-0.2,1.304,-70.4347,-0.2,1.3,,-0.1,1.332,-72.1065
08-29-2025-Fri 15-33-36-PM,-0.1,1.308,-71.4511,0.2,1.308,,-0.3,1.376,-70.4347,-0.1,1.352,,-0.2,1.3,-69.7459,-0.1,1.3,,-0.3,1.292,-70.9922,-0.2,1.328,,-0.1,1.308,,0.2,1.308,-71.8116,-0.3,1.376,,-0.1,1.352,-71.2872,-0.2,1.3,,-0.1,1.3,-70.4675,-0.3,1.292,,-0.2,1.328,-71.9755
08-29-2025-Fri 15-33-38-PM,-0.3,1.304,-71.5494,0.0,1.3,,-0.2,1.368,-70.5003,-0.3,1.348,,-0.3,1.292,-69.7788,0.0,1.3,,-0.1,1.284,-71.0576,-0.1,1.32,,-0.3,1.304,,0.0,1.3,-71.8771,-0.2,1.368,,-0.3,1.348,-71.32,-0.3,1.292,,0.0,1.3,-70.5003,-0.1,1.284,,-0.1,1.32,-72.2704
08-29-2025-Fri 15-33-40-PM,0.2,1.296,-71.5167,-0.3,1.296,,-0.3,1.368,-70.5331,-0.2,1.344,,-0.3,1.288,-69.8116,-0.2,1.292,,-0.2,1.28,-71.0905,-0.1,1.316,,0.2,1.296,,-0.3,1.296,-71.91,-0.3,1.368,,-0.2,1.344,-71.3527,-0.3,1.288,,-0.2,1.292,-70.5331,-0.2,1.28,,-0.1,1.316,-72.041
08-29-2025-Fri 15-33-43-PM,Power On,,-71.5822,,,,,,-70.5987,,,,,,-69.8445,,,,,,-71.1233,,,,Power On,,,,,-71.9427,,,,,,-71.3854,,,,,,-70.5331,,,,,,-72.041
08-29-2025-Fri 15-33-45-PM,0.4,5.904,-71.5822,0.3,5.912,,-0.1,5.912,-70.6643,0.1,5.908,,0.2,5.9,-69.8772,0.3,5.916,,0.3,5.904,-71.1561,0.3,5.908,,0.4,5.904,,0.3,5.912,-71.9755,-0.1,5.912,,0.1,5.908,-71.4511,0.2,5.9,,0.3,5.916,-70.5987,0.3,5.904,,0.3,5.908,-72.1721
08-29-2025-Fri 15-33-47-PM,0.2,5.904,-71.6478,0.2,5.908,,0.4,5.912,-70.6643,0.3,5.908,,-0.3,5.9,-69.9429,0.2,5.916,,0.2,5.904,-71.1888,0.2,5.908,,0.2,5.904,,0.2,5.908,-72.0083,0.4,5.912,,0.3,5.908,-71.4511,-0.3,5.9,,0.2,5.916,-70.5987,0.2,5.904,,0.2,5.908,-72.336
08-29-2025-Fri 15-33-50-PM,0.3,5.904,-71.6805,0.1,5.908,,0.1,5.912,-70.7626,0.2,5.908,,-0.1,5.904,-69.9429,0.2,5.916,,0.6,5.904,-71.2216,0.2,5.908,,0.3,5.904,,0.1,5.908,-72.0738,0.1,5.912,,0.2,5.908,-71.4839,-0.1,5.904,,0.2,5.916,-70.6643,0.6,5.904,,0.2,5.908,-72.4998
